Sample	Species_rep	Species	TAD	Rel_abund
MOSAIC_PS122_418	TOA-bin-2499	species_543	0.0	0
MOSAIC_PS122_418	TOA-bin-2505	species_447	0.0	0
MOSAIC_PS122_418	TOA-bin-2506	species_405	0.0	0
MOSAIC_PS122_418	TOA-bin-2526	species_33	0.0	0
MOSAIC_PS122_418	TOA-bin-2529	species_53	0.0	0
MOSAIC_PS122_418	TOA-bin-2540	species_296	0.20336206373138394	0.00368542
MOSAIC_PS122_418	TOA-bin-2542	species_602	0.0	0
MOSAIC_PS122_418	TOA-bin-2544	species_154	0.11563266616584947	0.00209555
MOSAIC_PS122_418	TOA-bin-2554	species_412	0.0	0
MOSAIC_PS122_418	TOA-bin-2558	species_71	1.838301035431456	0.0333145
MOSAIC_PS122_418	TOA-bin-2565	species_421	0.497999326774817	0.00902496
MOSAIC_PS122_418	TOA-bin-2566	species_375	0.0	0
MOSAIC_PS122_418	TOA-bin-2579	species_362	0.20901612811336293	0.00378788
MOSAIC_PS122_418	TOA-bin-2593	species_778	0.07183729370882708	0.00130187
MOSAIC_PS122_418	TOA-bin-2601	species_146	4.58054313479777	0.0830106
MOSAIC_PS122_418	TOA-bin-2605	species_410	0.0	0
MOSAIC_PS122_418	TOA-bin-2611	species_130	16.244227116487977	0.294385
MOSAIC_PS122_418	TOA-bin-2615	species_213	4.779224895238888	0.0866112
MOSAIC_PS122_418	TOA-bin-262	species_534	0.0	0
MOSAIC_PS122_418	TOA-bin-2647	species_758	0.0	0
MOSAIC_PS122_418	TOA-bin-2675	species_779	0.0789560779472099	0.00143088
MOSAIC_PS122_418	TOA-bin-2706	species_52	0.0	0
MOSAIC_PS122_418	TOA-bin-2709	species_65	1.4382456418104737	0.0260645
MOSAIC_PS122_418	TOA-bin-2712	species_27	0.6238291540473428	0.0113053
MOSAIC_PS122_418	TOA-bin-2716	species_333	0.7899332995725633	0.0143155
MOSAIC_PS122_418	TOA-bin-2720	species_828	0.0	0
MOSAIC_PS122_418	TOA-bin-2745	species_843	0.0	0
MOSAIC_PS122_418	TOA-bin-2750	species_527	0.0	0
MOSAIC_PS122_418	TOA-bin-2752	species_768	0.0	0
MOSAIC_PS122_418	TOA-bin-2772	species_565	0.25280222501810434	0.00458139
MOSAIC_PS122_418	TOA-bin-2807	species_753	0.0	0
MOSAIC_PS122_418	TOA-bin-2817	species_679	0.08949346001122324	0.00162184
MOSAIC_PS122_418	TOA-bin-2818	species_31	0.0	0
MOSAIC_PS122_418	TOA-bin-2819	species_515	0.0	0
MOSAIC_PS122_418	TOA-bin-2832	species_566	0.05282058598560779	0.000957238
MOSAIC_PS122_418	TOA-bin-2838	species_671	3.4075008018535984	0.0617522
MOSAIC_PS122_418	TOA-bin-2849	species_209	0.0	0
MOSAIC_PS122_418	TOA-bin-2868	species_50	0.0	0
MOSAIC_PS122_418	TOA-bin-2872	species_747	3.680957328655859	0.0667079
MOSAIC_PS122_418	TOA-bin-2888	species_104	0.0	0
MOSAIC_PS122_418	TOA-bin-2893	species_208	0.0	0
MOSAIC_PS122_418	TOA-bin-2896	species_796	17.963696532648424	0.325546
MOSAIC_PS122_418	TOA-bin-2942	species_206	0.017225318008039985	0.000312165
MOSAIC_PS122_418	TOA-bin-2951	species_373	82.968265120076	1.50359
MOSAIC_PS122_418	TOA-bin-2953	species_562	0.09559212416966885	0.00173236
MOSAIC_PS122_418	TOA-bin-2967	species_402	0.0	0
MOSAIC_PS122_418	TOA-bin-2978	species_317	24.230957052440196	0.439124
MOSAIC_PS122_418	TOA-bin-30	species_418	0.0	0
MOSAIC_PS122_418	TOA-bin-3009	species_655	0.0	0
MOSAIC_PS122_418	TOA-bin-3010	species_766	0.0	0
MOSAIC_PS122_418	TOA-bin-3011	species_411	0.0	0
MOSAIC_PS122_418	TOA-bin-3015	species_731	0.0	0
MOSAIC_PS122_418	TOA-bin-3016	species_448	2.9390027026100385	0.0532619
MOSAIC_PS122_418	TOA-bin-3033	species_745	0.0	0
MOSAIC_PS122_418	TOA-bin-3034	species_297	0.16349127857295287	0.00296286
MOSAIC_PS122_418	TOA-bin-3056	species_680	0.0	0
MOSAIC_PS122_418	TOA-bin-3073	species_512	0.0	0
MOSAIC_PS122_418	TOA-bin-3081	species_477	0.0	0
MOSAIC_PS122_418	TOA-bin-3091	species_446	0.0	0
MOSAIC_PS122_418	TOA-bin-3098	species_318	2.6637310524801503	0.0482733
MOSAIC_PS122_418	TOA-bin-3115	species_468	0.0	0
MOSAIC_PS122_418	TOA-bin-3120	species_564	0.0	0
MOSAIC_PS122_418	TOA-bin-3125	species_475	0.0	0
MOSAIC_PS122_418	TOA-bin-3133	species_6	7.06300779532849	0.127999
MOSAIC_PS122_418	TOA-bin-3134	species_483	0.0	0
MOSAIC_PS122_418	TOA-bin-3140	species_369	0.49663506016473835	0.00900024
MOSAIC_PS122_418	TOA-bin-3145	species_841	7.234145486438353	0.1311
MOSAIC_PS122_418	TOA-bin-3162	species_514	0.0	0
MOSAIC_PS122_418	TOA-bin-3169	species_715	0.0	0
MOSAIC_PS122_418	TOA-bin-3170	species_749	0.0	0
MOSAIC_PS122_418	TOA-bin-3175	species_513	0.0	0
MOSAIC_PS122_418	TOA-bin-3178	species_456	0.0	0
MOSAIC_PS122_418	TOA-bin-3179	species_114	0.0	0
MOSAIC_PS122_418	TOA-bin-3180	species_211	0.0	0
MOSAIC_PS122_418	TOA-bin-3202	species_419	0.0	0
MOSAIC_PS122_418	TOA-bin-321	species_215	0.025727179592509437	0.000466239
MOSAIC_PS122_418	TOA-bin-3247	species_756	0.7094354374701344	0.0128567
MOSAIC_PS122_418	TOA-bin-3248	species_681	0.0	0
MOSAIC_PS122_418	TOA-bin-3257	species_355	0.0	0
MOSAIC_PS122_418	TOA-bin-3261	species_10	0.0	0
MOSAIC_PS122_418	TOA-bin-3265	species_252	0.0	0
MOSAIC_PS122_418	TOA-bin-3266	species_346	0.0	0
MOSAIC_PS122_418	TOA-bin-3272	species_594	3.7909189490518305	0.0687007
MOSAIC_PS122_418	TOA-bin-3275	species_7	0.0	0
MOSAIC_PS122_418	TOA-bin-3281	species_305	0.0	0
MOSAIC_PS122_418	TOA-bin-3291	species_327	0.0	0
MOSAIC_PS122_418	TOA-bin-330	species_663	0.0	0
MOSAIC_PS122_418	TOA-bin-3310	species_553	0.0	0
MOSAIC_PS122_418	TOA-bin-3318	species_2	0.0	0
MOSAIC_PS122_418	TOA-bin-3320	species_577	0.0	0
MOSAIC_PS122_418	TOA-bin-3324	species_185	0.0	0
MOSAIC_PS122_418	TOA-bin-3325	species_765	0.0	0
MOSAIC_PS122_418	TOA-bin-3328	species_93	0.0	0
MOSAIC_PS122_418	TOA-bin-3329	species_64	10.546624896687877	0.191131
MOSAIC_PS122_418	TOA-bin-3333	species_484	0.0	0
MOSAIC_PS122_418	TOA-bin-3336	species_304	20.69631152636908	0.375068
MOSAIC_PS122_418	TOA-bin-3349	species_426	0.9617300924123007	0.0174289
MOSAIC_PS122_418	TOA-bin-3353	species_92	0.0	0
MOSAIC_PS122_418	TOA-bin-3360	species_838	4.6492744998512245	0.0842562
MOSAIC_PS122_418	TOA-bin-3362	species_273	0.3740362849860423	0.00677845
MOSAIC_PS122_418	TOA-bin-3363	species_337	1.4763273120006861	0.0267546
MOSAIC_PS122_418	TOA-bin-3364	species_239	13.711865052149571	0.248492
MOSAIC_PS122_418	TOA-bin-3366	species_656	0.0	0
MOSAIC_PS122_418	TOA-bin-3370	species_762	0.0	0
MOSAIC_PS122_418	TOA-bin-3371	species_538	0.0	0
MOSAIC_PS122_418	TOA-bin-3372	species_214	0.0	0
MOSAIC_PS122_418	TOA-bin-3376	species_388	0.0	0
MOSAIC_PS122_418	TOA-bin-3379	species_571	0.0	0
MOSAIC_PS122_418	TOA-bin-3384	species_332	2.8549290037036905	0.0517383
MOSAIC_PS122_418	TOA-bin-3385	species_415	0.0	0
MOSAIC_PS122_418	TOA-bin-3390	species_584	3.3262354025669265	0.0602795
MOSAIC_PS122_418	TOA-bin-3407	species_719	0.05391185405172578	0.000977014
MOSAIC_PS122_418	TOA-bin-3412	species_331	0.0	0
MOSAIC_PS122_418	TOA-bin-3418	species_430	0.0	0
MOSAIC_PS122_418	TOA-bin-3423	species_307	8.411164440551785	0.152431
MOSAIC_PS122_418	TOA-bin-3435	species_438	0.0	0
MOSAIC_PS122_418	TOA-bin-3452	species_481	1.4800382819119708	0.0268219
MOSAIC_PS122_418	TOA-bin-3469	species_129	9.603813268830278	0.174045
MOSAIC_PS122_418	TOA-bin-3474	species_120	0.08517880372841942	0.00154365
MOSAIC_PS122_418	TOA-bin-3475	species_247	31.716534583474548	0.574781
MOSAIC_PS122_418	TOA-bin-3488	species_360	6.760843907460997	0.122523
MOSAIC_PS122_418	TOA-bin-3492	species_833	0.1420833452361681	0.0025749
MOSAIC_PS122_418	TOA-bin-3497	species_315	4.336631644420344	0.0785903
MOSAIC_PS122_418	TOA-bin-35	species_199	157.7479036281179	2.85878
MOSAIC_PS122_418	TOA-bin-3503	species_509	0.0	0
MOSAIC_PS122_418	TOA-bin-3515	species_178	1.03088399120454	0.0186821
MOSAIC_PS122_418	TOA-bin-352	species_311	21.355737802678995	0.387018
MOSAIC_PS122_418	TOA-bin-3533	species_12	0.3105112693416863	0.00562722
MOSAIC_PS122_418	TOA-bin-3540	species_801	0.02256275202017598	0.000408892
MOSAIC_PS122_418	TOA-bin-3546	species_687	0.0	0
MOSAIC_PS122_418	TOA-bin-368	species_820	0.0	0
MOSAIC_PS122_418	TOA-bin-371	species_48	0.0	0
MOSAIC_PS122_418	TOA-bin-380	species_444	0.0	0
MOSAIC_PS122_418	TOA-bin-395	species_40	0.0	0
MOSAIC_PS122_418	TOA-bin-398	species_422	0.0	0
MOSAIC_PS122_418	TOA-bin-40	species_523	0.0	0
MOSAIC_PS122_418	TOA-bin-413	species_230	0.2764456931466788	0.00500987
MOSAIC_PS122_418	TOA-bin-417	species_572	0.0	0
MOSAIC_PS122_418	TOA-bin-431	species_445	0.0	0
MOSAIC_PS122_418	TOA-bin-433	species_43	0.0	0
MOSAIC_PS122_418	TOA-bin-437	species_255	0.04826389876297455	0.000874659
MOSAIC_PS122_418	TOA-bin-439	species_469	0.015019372700928346	0.000272188
MOSAIC_PS122_418	TOA-bin-451	species_370	0.0833719356492525	0.0015109
MOSAIC_PS122_418	TOA-bin-455	species_609	0.49718894742033337	0.00901028
MOSAIC_PS122_418	TOA-bin-456	species_521	0.0	0
MOSAIC_PS122_418	TOA-bin-46	species_251	6.046914580521923	0.109585
MOSAIC_PS122_418	TOA-bin-469	species_30	0.0	0
MOSAIC_PS122_418	TOA-bin-48	species_193	5.747601106122286	0.104161
MOSAIC_PS122_418	TOA-bin-498	species_425	0.0	0
MOSAIC_PS122_418	TOA-bin-5	species_282	1.7937370267834423	0.0325069
MOSAIC_PS122_418	TOA-bin-511	species_542	0.0	0
MOSAIC_PS122_418	TOA-bin-536	species_403	0.0	0
MOSAIC_PS122_418	TOA-bin-538	species_722	0.0	0
MOSAIC_PS122_418	TOA-bin-55	species_737	0.0	0
MOSAIC_PS122_418	TOA-bin-559	species_82	0.0	0
MOSAIC_PS122_418	TOA-bin-568	species_181	0.0	0
MOSAIC_PS122_418	TOA-bin-580	species_392	0.0	0
MOSAIC_PS122_418	TOA-bin-584	species_80	0.0	0
MOSAIC_PS122_418	TOA-bin-585	species_683	0.0	0
MOSAIC_PS122_418	TOA-bin-586	species_280	2.5367355325752947	0.0459718
MOSAIC_PS122_418	TOA-bin-587	species_782	0.0	0
MOSAIC_PS122_418	TOA-bin-594	species_432	0.0	0
MOSAIC_PS122_418	TOA-bin-598	species_733	0.0	0
MOSAIC_PS122_418	TOA-bin-6	species_642	72.56561494962519	1.31507
MOSAIC_PS122_418	TOA-bin-608	species_493	1.109741358472323	0.0201112
MOSAIC_PS122_418	TOA-bin-618	species_490	0.6159686557745843	0.0111629
MOSAIC_PS122_418	TOA-bin-636	species_540	0.0	0
MOSAIC_PS122_418	TOA-bin-658	species_316	1.7427461307539298	0.0315828
MOSAIC_PS122_418	TOA-bin-659	species_119	6.307497175266411	0.114307
MOSAIC_PS122_418	TOA-bin-666	species_182	0.0	0
MOSAIC_PS122_418	TOA-bin-668	species_507	0.07899593525436599	0.0014316
MOSAIC_PS122_418	TOA-bin-684	species_164	0.0	0
MOSAIC_PS122_418	TOA-bin-689	species_651	0.0	0
MOSAIC_PS122_418	TOA-bin-69	species_450	0.0	0
MOSAIC_PS122_418	TOA-bin-724	species_17	0.0	0
MOSAIC_PS122_418	TOA-bin-728	species_161	1.3290208859666781	0.0240851
MOSAIC_PS122_418	TOA-bin-740	species_347	0.0	0
MOSAIC_PS122_418	TOA-bin-741	species_834	0.21850559968064417	0.00395985
MOSAIC_PS122_418	TOA-bin-755	species_691	0.5686440952047199	0.0103052
MOSAIC_PS122_418	TOA-bin-766	species_277	2.045654927106717	0.0370723
MOSAIC_PS122_418	TOA-bin-778	species_69	2.3574582743677404	0.0427229
MOSAIC_PS122_418	TOA-bin-782	species_790	3.6299296797986753	0.0657832
MOSAIC_PS122_418	TOA-bin-784	species_219	0.02466353195762963	0.000446963
MOSAIC_PS122_418	TOA-bin-791	species_829	0.6092809110500064	0.0110417
MOSAIC_PS122_418	TOA-bin-792	species_195	2.38680634921943	0.0432547
MOSAIC_PS122_418	TOA-bin-796	species_212	2.2427083013983498	0.0406433
MOSAIC_PS122_418	TOA-bin-797	species_385	10.551168468887173	0.191213
MOSAIC_PS122_418	TOA-bin-802	species_830	0.058138837967259056	0.00105362
MOSAIC_PS122_418	TOA-bin-803	species_836	2.363179751564739	0.0428266
MOSAIC_PS122_418	TOA-bin-806	species_18	0.8864655689849837	0.0160649
MOSAIC_PS122_418	TOA-bin-81	species_491	0.0	0
MOSAIC_PS122_418	TOA-bin-813	species_470	0.035946498356262235	0.000651438
MOSAIC_PS122_418	TOA-bin-822	species_168	6.909597959972657	0.125219
MOSAIC_PS122_418	TOA-bin-823	species_632	12.002425609134198	0.217513
MOSAIC_PS122_418	TOA-bin-824	species_842	0.0	0
MOSAIC_PS122_418	TOA-bin-826	species_611	0.7539075100611465	0.0136626
MOSAIC_PS122_418	TOA-bin-827	species_668	0.0	0
MOSAIC_PS122_418	TOA-bin-831	species_734	3.9819205960620994	0.0721621
MOSAIC_PS122_418	TOA-bin-838	species_127	0.7660019680261445	0.0138818
MOSAIC_PS122_418	TOA-bin-840	species_417	1.26643842321924	0.022951
MOSAIC_PS122_418	TOA-bin-841	species_153	190.2034120344566	3.44695
MOSAIC_PS122_418	TOA-bin-842	species_96	21.04510330990399	0.381389
MOSAIC_PS122_418	TOA-bin-848	species_39	0.0	0
MOSAIC_PS122_418	TOA-bin-86	species_90	0.0	0
MOSAIC_PS122_418	TOA-bin-888	species_406	0.0	0
MOSAIC_PS122_418	TOA-bin-90	species_49	0.0	0
MOSAIC_PS122_418	TOA-bin-901	species_761	0.0	0
MOSAIC_PS122_418	TOA-bin-908	species_649	1.218685960243287	0.0220856
MOSAIC_PS122_418	TOA-bin-925	species_684	0.0	0
MOSAIC_PS122_418	TOA-bin-932	species_186	0.0	0
MOSAIC_PS122_418	TOA-bin-945	species_626	0.0	0
MOSAIC_PS122_418	TOA-bin-956	species_158	33.834820037051195	0.613169
MOSAIC_PS122_418	TOA-bin-96	species_188	0.0	0
MOSAIC_PS122_418	TOA-bin-962	species_805	0.0	0
MOSAIC_PS122_418	TOA-bin-975	species_757	0.29668313830783244	0.00537662
MOSAIC_PS122_418	TOA-bin-976	species_81	0.0	0
MOSAIC_PS122_418	TOA-bin-977	species_638	17.3143842597409	0.313779
MOSAIC_PS122_418	TOA-bin-98	species_54	0.0	0
MOSAIC_PS122_418	TOA-bin-983	species_443	0.04650306620499771	0.000842749
MOSAIC_PS122_418	TOA-bin-985	species_508	0.0	0
MOSAIC_PS122_418	TOA-bin-986	species_501	0.0	0
MOSAIC_PS122_418	TOA-bin-998	species_531	0.0	0
MOSAIC_PS122_418	TOA-bin-999	species_793	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_E_concoct_bin_01	species_591	23.44704788623201	0.461632
MOSAIC_PS122_424_425	FRAM18_4502_E_concoct_bin_02	species_764	12.234889797666524	0.240884
MOSAIC_PS122_424_425	FRAM18_4502_E_concoct_bin_06	species_22	56.50537393068297	1.11249
MOSAIC_PS122_424_425	FRAM18_4502_E_concoct_bin_08	species_335	9.328571230665863	0.183664
MOSAIC_PS122_424_425	FRAM18_4502_E_concoct_bin_11	species_497	2.5704475044107733	0.0506077
MOSAIC_PS122_424_425	FRAM18_4502_E_concoct_bin_14	species_826	112.58338268760005	2.21658
MOSAIC_PS122_424_425	FRAM18_4502_E_metabat_bin_02	species_617	87.32764469793578	1.71933
MOSAIC_PS122_424_425	FRAM18_4502_E_metabat_bin_04	species_821	29.06414090967945	0.572223
MOSAIC_PS122_424_425	FRAM18_4502_E_metabat_bin_07	species_568	0.02016781864044135	0.00039707
MOSAIC_PS122_424_425	FRAM18_4502_E_metabat_bin_13	species_667	62.101191572886485	1.22267
MOSAIC_PS122_424_425	FRAM18_4502_F_concoct_bin_06	species_781	28.35387160266343	0.558239
MOSAIC_PS122_424_425	FRAM18_4502_F_concoct_bin_09	species_464	0.8923500907848608	0.0175689
MOSAIC_PS122_424_425	FRAM18_4502_F_metabat_bin_09	species_522	7.972708532588751	0.156969
MOSAIC_PS122_424_425	FRAM18_4502_G_concoct_bin_01	species_576	62.48574979504265	1.23024
MOSAIC_PS122_424_425	FRAM18_4502_G_concoct_bin_02	species_539	3.5360489722407435	0.0696188
MOSAIC_PS122_424_425	FRAM18_4502_G_concoct_bin_07	species_423	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_G_concoct_bin_09	species_471	2.558966271891055	0.0503817
MOSAIC_PS122_424_425	FRAM18_4502_G_concoct_bin_15	species_774	26.32228998335195	0.518241
MOSAIC_PS122_424_425	FRAM18_4502_G_metabat_bin_01	species_674	21.096463078610036	0.415353
MOSAIC_PS122_424_425	FRAM18_4502_H_concoct_bin_03	species_376	10.913034572619416	0.214859
MOSAIC_PS122_424_425	FRAM18_4502_H_metabat_bin_03	species_374	13.062500286362283	0.257178
MOSAIC_PS122_424_425	FRAM18_4502_H_metabat_bin_11	species_646	43.75092013123884	0.861381
MOSAIC_PS122_424_425	FRAM18_4502_H_metabat_bin_12	species_334	12.656006947575033	0.249175
MOSAIC_PS122_424_425	FRAM18_4502_I_concoct_bin_01	species_105	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_I_concoct_bin_08	species_518	0.006954620817072033	0.000136925
MOSAIC_PS122_424_425	FRAM18_4502_I_concoct_bin_10	species_453	3.6493900344142873	0.0718503
MOSAIC_PS122_424_425	FRAM18_4502_I_concoct_bin_13	species_466	0.5328173752507953	0.0104903
MOSAIC_PS122_424_425	FRAM18_4502_I_metabat_bin_05	species_548	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_J_concoct_bin_02	species_413	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_J_concoct_bin_03	species_769	0.1982343262745667	0.0039029
MOSAIC_PS122_424_425	FRAM18_4502_J_concoct_bin_04	species_455	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_J_concoct_bin_08	species_436	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_J_maxbin_bin_02	species_110	15.32410540860672	0.301706
MOSAIC_PS122_424_425	FRAM18_4502_J_metabat_bin_02	species_467	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_J_metabat_bin_04	species_776	69.33420612121515	1.36507
MOSAIC_PS122_424_425	FRAM18_4502_J_metabat_bin_06	species_563	0.12813539356287565	0.00252277
MOSAIC_PS122_424_425	FRAM18_4502_J_metabat_bin_07	species_550	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_K_concoct_bin_05	species_589	36.4889179817746	0.718405
MOSAIC_PS122_424_425	FRAM18_4502_K_metabat_bin_03	species_729	0.22316610509713958	0.00439376
MOSAIC_PS122_424_425	FRAM18_4502_K_metabat_bin_08	species_732	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_K_metabat_bin_09	species_458	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_K_metabat_bin_13	species_34	0.0	0
MOSAIC_PS122_424_425	FRAM18_4502_K_metabat_bin_14	species_460	0.1795048028969557	0.00353414
MOSAIC_PS122_424_425	FRAM18_4514_A_concoct_bin_01	species_652	13.177921729037099	0.259451
MOSAIC_PS122_424_425	FRAM18_4514_A_concoct_bin_06	species_500	0.45776593069004545	0.00901263
MOSAIC_PS122_424_425	FRAM18_4514_A_concoct_bin_08	species_492	41.478189744677216	0.816635
MOSAIC_PS122_424_425	FRAM18_4514_A_metabat_bin_02	species_41	55.516772003559794	1.09303
MOSAIC_PS122_424_425	FRAM18_4514_B_concoct_bin_05	species_785	142.39089860800047	2.80343
MOSAIC_PS122_424_425	FRAM18_4514_B_concoct_bin_06	species_770	0.9924740181762879	0.0195401
MOSAIC_PS122_424_425	FRAM18_4514_B_concoct_bin_09	species_389	15.348547127983696	0.302187
MOSAIC_PS122_424_425	FRAM18_4514_B_concoct_bin_12	species_561	15.961116005496917	0.314247
MOSAIC_PS122_424_425	FRAM18_4514_B_concoct_bin_18	species_433	25.321741047360582	0.498542
MOSAIC_PS122_424_425	FRAM18_4514_B_maxbin_bin_01	species_390	30.76138237572578	0.605639
MOSAIC_PS122_424_425	FRAM18_4514_B_metabat_bin_01	species_420	0.30377275441142504	0.00598077
MOSAIC_PS122_424_425	FRAM18_4514_C_metabat_bin_05	species_380	32.53834921284028	0.640625
MOSAIC_PS122_424_425	FRAM18_4514_C_metabat_bin_06	species_816	73.08963714293446	1.43901
MOSAIC_PS122_424_425	FRAM18_4514_D_concoct_bin_03	species_580	0.6165313085999717	0.0121385
MOSAIC_PS122_424_425	FRAM18_4514_D_concoct_bin_07	species_560	10.736741564854471	0.211388
MOSAIC_PS122_424_425	FRAM18_4514_D_metabat_bin_06	species_526	0.8650018287399688	0.0170304
MOSAIC_PS122_424_425	FRAM18_4514_D_metabat_bin_08	species_336	5.880309780439122	0.115773
MOSAIC_PS122_424_425	FRAM18_4514_D_metabat_bin_10	species_250	5.294155429258693	0.104233
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_concoct_bin_01	species_541	9.057634990432502	0.178329
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_concoct_bin_06	species_555	2.4065697430606834	0.0473813
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_concoct_bin_10	species_465	2.7725302674006143	0.0545864
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_concoct_bin_11	species_810	0.8125193315982046	0.0159971
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_concoct_bin_13	species_528	6.901521109039027	0.135879
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_maxbin_bin_01	species_428	4.926138564004249	0.0969873
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_metabat_bin_02	species_787	116.65817588329818	2.2968
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_metabat_bin_05	species_588	47.22791744209275	0.929837
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_metabat_bin_10	species_524	29.40351663855069	0.578905
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_metabat_bin_15	species_645	1.6913386390910556	0.0332996
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_metabat_bin_21	species_771	33.55717870961523	0.660684
MOSAIC_PS122_424_425	FRAM18_4571_PB_H_metabat_bin_23	species_811	75.01730903860899	1.47696
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_09	species_409	0.57852965811315	0.0113903
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_10	species_806	197.8728884623915	3.89578
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_11	species_579	1.1033243825083692	0.0217226
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_12	species_473	5.014538514894833	0.0987277
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_14	species_24	64.0637472593151	1.26131
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_16	species_454	0.11780895393541098	0.00231946
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_concoct_bin_17	species_494	27.254349931715797	0.536592
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_02	species_487	33.08867282578344	0.65146
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_08	species_42	4.657263799430533	0.0916936
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_09	species_547	0.12955547704105	0.00255073
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_12	species_703	2.6356011715224685	0.0518905
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_13	species_488	43.05922451023418	0.847763
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_14	species_482	11.968145945368681	0.235632
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_15	species_463	0.29553148357885006	0.00581851
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_18	species_529	2.9417065348326537	0.0579172
MOSAIC_PS122_424_425	FRAM18_4571_PB_I_metabat_bin_20	species_442	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_01	species_457	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_02	species_581	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_03	species_179	1.9330629070805885	0.0380587
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_05	species_498	1.2669523812760635	0.0249441
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_06	species_705	0.8898694246444808	0.01752
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_07	species_326	1.5294136698063088	0.0301116
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_09	species_485	9.911599629894852	0.195143
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_10	species_556	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_11	species_530	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_13	species_108	43.352237497986806	0.853532
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_15	species_391	7.7719962267717655	0.153017
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_18	species_653	3.4635796261649006	0.068192
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_20	species_51	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_22	species_536	5.238878375227986	0.103145
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_concoct_bin_24	species_38	0.05566465817863372	0.00109594
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_maxbin_bin_01	species_822	4.751332768494408	0.0935457
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_metabat_bin_05	species_535	1.4921060739964465	0.029377
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_metabat_bin_07	species_519	1.194927122324895	0.0235261
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_metabat_bin_10	species_815	0.0	0
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_metabat_bin_11	species_324	11.887031937296731	0.234035
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_metabat_bin_12	species_88	97.40200343057407	1.91768
MOSAIC_PS122_424_425	FRAM18_4571_PB_K_metabat_bin_13	species_113	0.0	0
