Gene,HI_mean,LI_mean,Sample,CLR_values,cluster,KEGG_ID,Metabolism,Metabolism_group,Enrichment
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_07_1617_1,0.239301163,Low-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_08_1617_1,0.025153174,Low-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_09_1617_1,-0.190555399,Low-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_10_1617_2,0.124525648,Low-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_11_1617,0.151193895,Low-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_12_1617_1,-0.441869827,High-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_02_1617_1,-0.804458247,High-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_03_1617_2,-1.983113244,High-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_05_1617_2,0.391792511,Low-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_07_1617_1,1.01261903,Low-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_08_1617_1,0.724936957,Low-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_09_1617_1,0.031789777,Low-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_10_1617_2,0.185940457,Low-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_11_1617,0.344164462,Low-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
galactose dehydrogenase [EC:1.1.1.48 1.1.1.120],-0.897081064,0.448540532,RAS_EGC_12_1617_1,0.096328298,High-ice cluster,K22215,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_02_1617_1,-0.220956408,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_03_1617_2,0.086212552,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_05_1617_2,0.005402006,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_07_1617_1,0.034919258,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_08_1617_1,-0.004633921,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_09_1617_1,0.202825313,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_10_1617_2,-0.133646924,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_11_1617,-0.013317043,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH103|,-0.03051623,0.015258115,RAS_EGC_12_1617_1,0.043195167,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_02_1617_1,-1.837110558,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_03_1617_2,-0.856281305,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_05_1617_2,1.20741188,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_07_1617_1,0.619625215,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_08_1617_1,1.0532612,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_09_1617_1,1.124720164,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_10_1617_2,-0.045351089,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_11_1617,0.060009427,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH16_3,-1.339892266,0.669946133,RAS_EGC_12_1617_1,-1.326284934,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_02_1617_1,-0.112138418,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_03_1617_2,0.017260737,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_05_1617_2,-0.012153148,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_07_1617_1,-0.061876583,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_08_1617_1,0.000207949,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_09_1617_1,0.084964534,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_10_1617_2,-0.009048519,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_11_1617,0.038766943,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH23|,-0.013620392,0.006810196,RAS_EGC_12_1617_1,0.054016505,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_02_1617_1,-0.721621014,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_03_1617_2,-0.245538338,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_05_1617_2,0.129155111,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_07_1617_1,0.534620219,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_08_1617_1,0.301005368,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_09_1617_1,0.118683811,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_10_1617_2,-0.245538338,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_11_1617,0.06461659,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH36|,-0.300847587,0.150423794,RAS_EGC_12_1617_1,0.06461659,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_02_1617_1,-1.109412314,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_03_1617_2,-0.391572521,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_05_1617_2,0.185314853,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_07_1617_1,0.622243231,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_08_1617_1,0.225588752,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_09_1617_1,0.037990139,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_10_1617_2,0.143350654,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_11_1617,0.128961917,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH42|,-0.447816515,0.223908258,RAS_EGC_12_1617_1,0.157535289,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_02_1617_1,-0.462796125,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_03_1617_2,0.098271393,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_05_1617_2,-0.04945253,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_07_1617_1,0.273475482,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_08_1617_1,-0.009886929,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_09_1617_1,-0.131178267,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_10_1617_2,0.042591008,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_11_1617,0.204598559,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH73|,-0.110049108,0.055024554,RAS_EGC_12_1617_1,0.034377409,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_02_1617_1,-0.526306647,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_03_1617_2,-0.931771755,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_05_1617_2,0.515147228,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_07_1617_1,0.124280919,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_08_1617_1,0.454522606,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_09_1617_1,-0.238624575,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_10_1617_2,0.356082533,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_11_1617,0.485294265,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
GH8,-0.565567659,0.282783829,RAS_EGC_12_1617_1,-0.238624575,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_02_1617_1,-0.496705247,High-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_03_1617_2,-0.240275718,High-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_05_1617_2,0.099592108,Low-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_07_1617_1,0.622212308,Low-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_08_1617_1,0.038437685,Low-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_09_1617_1,0.029387849,Low-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_10_1617_2,-0.138493024,Low-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_11_1617,0.047406355,Low-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.23284776,0.11642388,RAS_EGC_12_1617_1,0.038437685,High-ice cluster,K17317,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_02_1617_1,-0.446326344,High-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_03_1617_2,-0.298406214,High-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_05_1617_2,0.090251776,Low-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_07_1617_1,0.637687145,Low-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_08_1617_1,0.0557656,Low-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_09_1617_1,0.107058894,Low-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_10_1617_2,-0.158644271,Low-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_11_1617,0.010915034,Low-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose/mannose transport system permease protein,-0.24767806,0.12383903,RAS_EGC_12_1617_1,0.001698379,High-ice cluster,K17316,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_02_1617_1,-0.117944645,High-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_03_1617_2,0.061880032,High-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_05_1617_2,0.132260829,Low-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_07_1617_1,0.034423186,Low-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_08_1617_1,-0.009347478,Low-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_09_1617_1,0.086572644,Low-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_10_1617_2,-0.201109428,Low-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_11_1617,0.042952022,Low-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
glucose-6-phosphate isomerase [EC:5.3.1.9],-0.028583925,0.014291962,RAS_EGC_12_1617_1,-0.029687162,High-ice cluster,K01810,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_02_1617_1,-0.327836671,High-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_03_1617_2,-0.192917353,High-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_05_1617_2,-0.327836671,Low-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_07_1617_1,0.592888658,Low-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_08_1617_1,0.259949994,Low-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_09_1617_1,0.024383923,Low-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_10_1617_2,-0.015461986,Low-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_11_1617,0.209306261,Low-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-rhamnonate dehydratase [EC:4.2.1.90],-0.247743393,0.123871697,RAS_EGC_12_1617_1,-0.222476155,High-ice cluster,K12661,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_02_1617_1,-0.343530689,High-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_03_1617_2,-0.142859994,High-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_05_1617_2,-0.268023137,Low-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_07_1617_1,0.369034577,Low-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_08_1617_1,0.147492307,Low-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_09_1617_1,-0.132221596,Low-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_10_1617_2,0.250048896,Low-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_11_1617,0.205761215,Low-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose reductase [EC:1.1.1.10],-0.190697421,0.09534871,RAS_EGC_12_1617_1,-0.08570158,High-ice cluster,K03331,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_02_1617_1,-0.82297482,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_03_1617_2,-1.046118371,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_05_1617_2,0.563319542,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_07_1617_1,0.400800612,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_08_1617_1,0.658629721,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_09_1617_1,0.34017599,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_10_1617_2,0.052493918,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_11_1617,0.206644598,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
L-xylulose/3-keto-L-gulonate kinase,-0.740688127,0.370344063,RAS_EGC_12_1617_1,-0.35297119,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_02_1617_1,-0.579976293,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_03_1617_2,0.048632366,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_05_1617_2,0.014730814,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_07_1617_1,0.31099663,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_08_1617_1,0.361007051,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_09_1617_1,0.361007051,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_10_1617_2,-0.113886564,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_11_1617,-0.094468478,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Maltose/maltodextrin import ATP-binding protein MalK,-0.279795502,0.139897751,RAS_EGC_12_1617_1,-0.308042578,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_02_1617_1,-0.369757523,High-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_03_1617_2,0.013659448,High-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_05_1617_2,-0.072773058,Low-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_07_1617_1,0.337310996,Low-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_08_1617_1,0.069401431,Low-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_09_1617_1,-0.246795812,Low-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_10_1617_2,0.369059694,Low-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_11_1617,0.337310996,Low-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.264504749,0.132252374,RAS_EGC_12_1617_1,-0.437416172,High-ice cluster,K02026,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_02_1617_1,-0.531902925,High-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_03_1617_2,-0.065939706,High-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_05_1617_2,-0.150378025,Low-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_07_1617_1,0.440829118,Low-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_08_1617_1,0.321825825,Low-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_09_1617_1,-0.065939706,Low-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_10_1617_2,0.167675146,Low-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_11_1617,0.23880249,Low-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system permease protein,-0.317604949,0.158802475,RAS_EGC_12_1617_1,-0.354972217,High-ice cluster,K02025,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_02_1617_1,-0.459844396,High-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_03_1617_2,0.017079676,High-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_05_1617_2,0.274124779,Low-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_07_1617_1,0.489236158,Low-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_08_1617_1,-0.092119616,Low-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_09_1617_1,-0.092119616,Low-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_10_1617_2,0.161329285,Low-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_11_1617,0.219316542,Low-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
multiple sugar transport system substrate-binding protein,-0.31992251,0.159961255,RAS_EGC_12_1617_1,-0.51700281,High-ice cluster,K02027,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_02_1617_1,-0.061210206,High-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_03_1617_2,-0.20781368,High-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],-0.140923449,0.070461724,RAS_EGC_05_1617_2,-0.016758444,Low-ice cluster,K15778,Carbohydrates,Substrates,LI_enriched
